text,text_preprocessed,label
Seller tidak ramah sedikitpun. saya mau batal dulu baru nambah pesanan biar hemat ongkir seller tidak mau menerima pengajuan pembatalan saya. Katanya harus check out ulang lg dgn dana lbh besar. Di deskripsi produk jg ga ada aturan ini. Ya ga mau lah nanti dikirim dua2nya sama seller rese macam gini rugi dobel nanti. Tokped juga tidak bisa membantu sedikitpun cuman suruh diskusiin aja terus sama penjual keras kepala macam ini. Very not recommended. Kapok!,seller ramah sedikit batal nambah pesan biar hemat ongkir seller terima aju batal check out ulang lg dana lbh deskripsi produk jg atur kirim dua2nya seller rese gin rugi dobel tokped bantu sedikit cuman suruh diskusiin jual keras kepala very not recommended kapok,negative
"barangnya asli, adminnya responsif, rekomen deh buat beli LM disini pokoknya . next bisa beli lagi ksini, jadi aman ga perlu keluar rumah. pertahankan ya seller!",barang asli adminnya responsif rekomen deh beli lm pokok next beli ksini aman rumah tahan seller,positive
Sedotannya Kuat. Harganya Murah. Mudah Dibersihkan. Kabel Listrik Panjang.,sedot kuat harga murah mudah bersih kabel listrik,positive
lampunya gak nyala,lampu nyala,negative
"luar biasa kecewa untuk ke 2 kalinya, emang susah dah cari penjual yang jujur ?????",kecewa kali emang susah dah cari jual jujur,negative
"Barang diterima dalam kondisi rusak, juga di alami beberapa pembeli lain. complain di reject oleh seller, tapi Tokopedia menengahi dan bisa retur. tapi sayangnya saya dalam situasi tidak mudah mengirim barang. jadi apa boleh buat. Sangat tidak recommend beli di toko yang cenderung tidak amanah",barang terima kondisi rusak alami beli complain reject seller tokopedia tengah retur sayang situasi mudah kirim barang recommend beli toko cenderung amanah,negative
Produk tidak bagus,produk bagus,negative
"bagus, original, suara lumayan, semua touch control nya berfungsi dengan baik, batre lumayan awet.",bagus original suara lumayan touch control fungsi batre lumayan awet,positive
Cocok di kulit kering. Aplikator mudah dipakai. Packaging rapi. Packaging aman ??. Respon penjualnya top.,cocok kulit kering aplikator mudah pakai packaging rapi packaging aman respon jual top,positive
Pokoknya suka bgt lah ama sabun ini,pokok suka bgt ama sabun,positive
"tidak recommended , hanya memikirkan untung , tidak memikirkan keluhan konsumen",recommended pikir untung pikir keluh konsumen,negative
ternyata kainnya kasar bgt..dan.tidak.menyerap.keringat.,kain kasar bgtdantidakmenyerapkeringat,negative
"Product ok lah , tp sayang ada beberapa sachet nya yg sobek , jadi di dalam nya beraktakan gel",product tp sayang sachet sobek akta gel,negative
belum seminggu udah ga fungsi,minggu udah fungsi,negative
Desain ergonomis. Gampang dipakai,desain ergonomis gampang pakai,positive
Suka banget wangi bgt teksturnya juga bagus bangeetPacking rapi ??,suka banget wangi bgt tekstur bagus bangeetpacking rapi,positive
sesuai pesanan. kualitas ??,sesuai pesan kualitas,positive
"sudah dtrima barusan, ada cacat goresan2 jadi ga mulus kesan spt bekas ketara (_ _) tapi y sudahlh. thanks.",dtrima barusan cacat goresan2 mulus kesan spt bekas tara sudahlh thanks,negative
barang nya salah krim minta kampas rem di kasih oli gear hadeh ..kecewa lah,barang salah krim kampas rem kasih oli gear hadeh kecewa,negative
Qualitas jelek sekali. Bau seperti cat. Pad ya bergelombang,qualitas jelek bau cat pad gelombang,negative
barang yang dikirim mantapp.. bahannya tebal dan tahan air.. cocok utk di air.. seller juga fast respon.. thx u,barang kirim mantapp bahan tebal tahan air cocok utk air seller fast respon thx,positive
"bisa dimainkan dan aman, sellernya juga oke, akunnya juga gk pernah antri, selama ini oke2 aja",main aman sellernya oke akun gk antri oke2,positive
Kecepatan tdk sesuai dgn deskripsi,cepat tdk sesuai deskripsi,negative
"Pengiriman cepat dan aman. Barang sesuai deskripsi. Bagian ujungnya terbuat dari plastik, tapi cukup kokoh. Perakitan mudah, cuma modal obeng. Tips: Jangan dikencengin dulu semua bautnya, kecuali kalau sudah fixed dgn ukuran kaki mesin cuci. Recommended. ????",kirim cepat aman barang sesuai deskripsi ujung buat plastik kokoh rakit mudah modal obeng tips dikencengin baut fixed ukur kaki mesin cuci recommended,positive
"Barang ok, pengiriman lamaa, konfirmasi aja butuh 2 hari, packing ga banget, ga pake buble",barang kirim lamaa konfirmasi butuh packing banget pake buble,positive
"Alat Linting nya Patah/Rusak,...",alat linting patahrusak,negative
"PUAS BANGET, SEMPET ERROR DI KURIR & MAU PAKE GERCEP, SELLER NYA RESPON BGT & SAMA2 CARI SOLUSI. ORDER ULANG & GA PELIT, ADA YG DIKASIH TAMBAHAN DIKIT2.. MAKASI YA KAK. JAYA SELALU TOKONYA ??",puas banget sempet error kurir pake gercep seller respon bgt sama2 cari solusi order ulang pelit kasih tambah dikit2 makas kak jaya toko,positive
"tas nya bagus banget... bahannya juga tebel, pengiriman barang juga cepat",tas bagus banget bahan tebel kirim barang cepat,positive
"nyaman digunakan, membantu mengecilkan perut setelah melahirkan",nyaman bantu kecil perut lahir,positive
lampu nggak idup,lampu idup,negative
aku baru pakai sebentar patah,pakai sebentar patah,negative
Alhamdulillah barang sudah sampai di rumah saya sangat senang sekali terimakasih banyak,alhamdulillah barang rumah senang terimakasih,positive
kecewa sih pesannya L5 iya L5 tapi berasa. itu celana XL kecil amat heedewhh bikin kecewa sama ini toko mana bahannya tipis juga.,kecewa pesan l5 iya l5 asa celana xl heedewhh bikin kecewa toko bahan tipis,negative
safety packaging..terima kasih banyak.. semoga awet..top seller..,safety packagingterima kasih moga awettop seller,positive
"barang pecah, dikotak tidak diberi himbauan barang mudah pecah",barang pecah kotak himbauan barang mudah pecah,negative
"deskripsi diameter depan filter keliru, sehingga ketika saya pasangkan lenshood ataupun lenscap gak cocok",deskripsi diameter filter keliru pasang lenshood lenscap cocok,negative
"Proses kemas-kirim : lumayan cpt. Packaging : bubble wrap tipis. Sesama jakarta masih aman. Dus agak penyok. Kualitas barang : aman, berfungsi. Compatoble dg cam iphone 8+ tanpa apps tambahan. Tapi kalau mau dengar hasil rekaman copot mic dulu",proses kemaskirim lumayan cpt packaging bubble wrap tipis jakarta aman dus penyok kualitas barang aman fungsi compatoble dg cam iphone apps tambah dengar hasil rekam copot mic,positive
"tiba2 selesai padahal gak ada barang yang datang sama sekali, penipu ya?",tiba2 selesai barang tipu,negative
"Barang dateng dengan kondisi baik, pengiriman sesuai estimasi, dan seller fast respon. Terima kasih ????",barang dateng kondisi kirim sesuai estimasi seller fast respon terima kasih,positive
"barang ori, bagus, sesuai pesanan. packing rapih, buble wrap tebel, jadi barang aman. hanya terkendala di jasa pengiriman,",barang ori bagus sesuai pesan packing rapih buble wrap tebel barang aman kendala jasa kirim,positive
barang tiba dengan cepat sesuai standar pengiriman. tapi untuk kondisi buku ada cacat di tepi buku. tapi gapapa,barang cepat sesuai standar kirim kondisi buku cacat tepi buku gapapa,positive
kurang bagus bahannya,bagus bahan,negative
mantul.... Kualitas bahan mantap ??.,mantul kualitas bahan mantap,positive
Ukurannya pas. Cepat menyerap. Tidak membuat lecet.,ukur pas cepat serap lecet,positive
"seller komunikatif, pengerjaan cepat. udh repeat order",seller komunikatif kerja cepat udh repeat order,positive
di aplikasikan bukannya ban tambah hitam malah tambah kotor,aplikasi ban hitam kotor,negative
"Barang sesuai, build qualitynya cukup oke, respon seller jg cepat, overall selalu puas belanja disini. Thx",barang sesuai build qualitynya oke respon seller jg cepat overall puas belanja thx,positive
"Bagus, pelayanan cepat tanggap, sopan dan sangat jelas",bagus layan cepat tanggap sopan,positive
"Desinfektan yg baguss seperti ulasan videonya, respon penjual baik dan cepat, pengiriman cepat.. thank you Seller ??",desinfektan baguss ulas video respon jual cepat kirim cepat thank you seller,positive
"barang rusak ?? di charge hp nggak ngisi , udah ngisi ee...tau tau ngilang / susut lagi , di kirain changer, di coba dgn kabel lain bagus. besoknya di coba lagi msh juga begitu. ya... ternyata barangnya yg tidak bagus..",barang rusak charge hp ngisi udah ngisi eetau tau ngilang susut kirain changer coba kabel bagus besok coba msh barang bagus,negative
alhamdulillah brng sdah sya trima. recomended,alhamdulillah brng sdah sya trima recomended,positive
"kaos kaki sangat tipis, saat sudah transaksi respon penjual sangat lambat proses pengiriman",kaos kaki tipis transaksi respon jual lambat proses kirim,negative
spray air tdk keluar embun,spray air tdk embun,negative
Sukaa sekaliiii.. sellernya juga responded banget.. terima kasih ya.. sukses untuk seller,sukaa sekaliiii sellernya responded banget terima kasih sukses seller,positive
"Layanan Seller Sangat JelekTidak ada pemberitahuan di deskripsi Toko atau di deskripsi produk kalau Order diatas Jam 12 di proses besok Karena alasan OVERLOAD Penjual telat memproses order..Konsumen Tidak mungkin memahami kasus overload ? seharusnya kalau overload, produk tidak di munculkan atau toko stop terima orderan..JANGAN KONSUMEN jadi korban overload SellerSaya order dengan ONGKIR REGULER tapi hasilnya sama dengan FREE ONGKIR... ini namanya bentuk penipuan ke konsumenTokopedia sebagai platform harusnya berhati hati dengan seller yang tidak memberikan pelayanan terbaik",layan seller jelektidak pemberitahuan deskripsi toko deskripsi produk order atas jam 12 proses besok alas overload jual telat proses orderkonsumen paham overload overload produk muncul toko stop terima orderanjangan konsumen korban overload sellersaya order ongkir reguler hasil free ongkir nama bentuk tipu konsumentokopedia platform hati hati seller layan baik,negative
"enak bahannya, pas banget, bagussss, pengiriman juga cpt bgtt, sampe gainget pesen paket wkwk",enak bahan pas banget bagussss kirim cpt bgtt sampe gainget sen paket wkwk,positive
Barang nya kw!!! Lengket sangat lemah beda dengan 3M ori,barang kw lengket lemah beda 3m ori,negative
"walaupun dapat saat harga flash sale, tetapi kualitas barang nya tetap bagus dan struktur nya kokoh utk smartphone pada umum nya.",harga flash sale kualitas barang bagus struktur kokoh utk smartphone,positive
barang bagus dan pengiriman cepat,barang bagus kirim cepat,positive
"Saya pesan 2 paket, yg 1 paket tidak sesuai pesanan",pesan paket paket sesuai pesan,negative
Istimewa...Akurat dan dicetak dengan sempurna,istimewaakurat cetak sempurna,positive
tali tas nya mau putus,tali tas putus,negative
bagi yang mau beli game pass bagus nih di toko ini. di layani sampai selesai . makasih ngab,beli game pass bagus toko layan selesai makasih ngab,positive
kurang lengkap.. eyeliner milky white nya tidak ada,lengkap eyeliner milky white,negative
"mengecewakan tidak sesuai diskripsi panjangnya ternyata 30cm, di diskripsi 38-40cm, pesan 3 ps semuanya panjangnya 30 cm, ajuin komplain malah rugi di ongkir. Sial deh ??",kecewa sesuai skripsi panjang 30cm skripsi 3840cm pesan ps panjang 30 cm ajuin komplain rugi ongkir sial deh,negative
kualitas sesuai harganya,kualitas sesuai harga,positive
baru pakai di resleting depan langsung rusak gambar bagian belakang kotor,pakai resleting langsung rusak gambar kotor,negative
aromanya kurang enak dan terlalu menyengat,aroma enak sengat,negative
"pengemasan lambat banget, pengiriman lamaaaaaa!!!",emas lambat banget kirim lamaaaaaa,negative
ga sesuai dengan yg di posting,sesuai posting,negative
"Ngerakit nya susah2 gampang, Alhamdulillah cakeb.. Produk Sesuai. Tq seller, tq tokped",ngerakit susah2 gampang alhamdulillah cakeb produk sesuai tq seller tq tokped,positive
Celana ukuran 32 tidak akurat,celana ukur 32 akurat,negative
"pesen playdogh 3, dikirim cuma 1, pesen stamp tp ga dikirim..padahal byr full..ga ada cfm sama sekali..sangat ga rekomended tokonya (maaf sy ksh bintang 1, lain kali hrs lebih amanah kl jual)",sen playdogh kirim sen stamp tp dikirimpadahal byr fullga cfm sekalisangat rekomended toko maaf sy ksh bintang kali hrs amanah kl jual,negative
"overall keren. Paking aman, seller ramah n fast respond jga ??",overall keren paking aman seller ramah fast respond jga,positive
lain kali lebih teliti..tolong dicek dulu sebelum barang dikirim jgn sampe salah..pesan nutrilon 3 sebanyak 2 kaleng tp yg dikirim satunya nutrilon 4.,kali telititolong cek barang kirim jgn sampe salahpesan nutrilon kaleng tp kirim satu nutrilon,negative
mantaaapppppp battt. rasa renyahhh.......hrg FS 30k... free ongkiiir pula.... luv...luv....luv...??,mantaaapppppp battt renyahhhhrg fs 30k free ongkiiir luvluvluv,positive
"Saya melihat review produk ini , hasil suara kualitas di youtube , lumayan bagus. Tapi kenapa berbeda ya ketika beli barang nya. Noise nya masih terdengar meskipun pakai deadcat di indoor. Dan ga compatible juga sama splitter jack.",review produk hasil suara kualitas youtube lumayan bagus beda beli barang noise dengar pakai deadcat indoor compatible splitter jack,negative
"bagus banget barang nya, aku kan pake promo lagi, jadi nya terjangkau banget buat anak sekolah kaya aku",bagus banget barang pake promo jangkau banget anak sekolah kaya,positive
"Pesanan sesuai warnanya, cuman bahannya tipis banget ya. Kalau dipakai foto masih tembus bagian belakang. Tapi kualitas menyesuaikan harga sih. ????????????????????",pesan sesuai warna cuman bahan tipis banget pakai foto tembus kualitas sesuai harga,positive
barangnya bagus!! Kualitas Product Bagus. Harga terjangkau!. Recomended.,barang bagus kualitas product bagus harga jangkau recomended,positive
"saya belum terima barang sampai tgl 26 pdhl diperkirakan sampai tanggal 23. status pengiriman sudah sampai di pembeli padahal belum, minta update 3 hari jawaban sama aja. saya minta uang saya kembali aja.",terima barang tgl 26 pdhl tanggal 23 status kirim beli update uang,negative
"tripodnya, terasa sturdy cukup ringan, tapi tanpa manual. seller fast response,",tripod sturdy ringan manual seller fast response,positive
bahan tipis .gak sesuai motif garis spt foto.minta pink dikirim warna merah.cape deh.mending fotonya diganti .jgn pajang foto yg gak sesuai brg ready. saya pesen 2polos.1 strip. 2 yg 14rb 1 yg 19rb. cb dicek dulu.dan minta warna pink,bahan tipis sesuai motif garis spt fotominta pink kirim warna merahcape dehmending foto ganti jgn pajang foto sesuai brg ready sen 2polos1 strip 14rb 19rb cb cek duludan warna pink,negative
beli 2 pcs... yang satu normal tanpa kendala.. yang 1 lagi stuck House cartridge nya gak mau ke tengah... step nya sama dengan yang normal ikutin manual...,beli pcs normal kendala stuck house cartridge step normal ikutin manual,negative
ini kok ga ada di stand hanger pesanan saya? buat apa saya tambahin biaya,stand hanger pesan tambahin biaya,negative
barang sangat bagus...pengiriman baik. Smg awett,barang baguspengiriman smg awett,positive
"harga oke dan bahannya halus + adem di pakai, recommended bgt buat yg lagi cari Piyama..",harga oke bahan halus adem pakai recommended bgt cari piyama,positive
Barang berfungsi dengan baik. Recommended Seller ??,barang fungsi recommended seller,positive
"zooonk, produk ini tdk ada dlm paket yg sy order?? kecewa sm toko ini ??",zooonk produk tdk dlm paket sy order kecewa sm toko,negative
1 BATERE DATANG RUSAK KATANYA MAU DI TELP DARI MARKETING SETELAH TUNGGU 2 MINGGU TIDAK ADA KELANJUTAN,batere rusak telp marketing tunggu minggu lanjut,negative
Admin super responsif.cartridge berfungsi dengan baik.sayang bgt cuma bisa ngasih 5 bintang,admin super responsifcartridge fungsi baiksayang bgt ngasih bintang,positive
