content,label
"barang sesuai pesanan, mantap dipakai, sdh prnh pny sblmny tp ilang makany beli lg barang yg sama,, triger super awet dn oke, bs sgala jenis smartphone tebal ?? gw salut sm kecepatan proses kemasan dn waktu kirimny, toko ini rekomen bgt, bsk gw beli lg dehh ????",Positive
pesanan tidak sesuai. mmg sperti ini atau adminnya saja yg krg jeli trhadap jenis parfum yg dipesan.,Negative
bagus sekali kualitas sisirnya!!! tombolnya mudah dipencet sehingga bulu gampang lepas. kucing saya juga suka banget tiap disisir sampe merem melek,Positive
"Nga lengket sama sepatu, lem nya kayak nya lem ubu di repack",Negative
"Kualitas barang sesuai dengan harganya, cukup bagus, hanya dibagian saat memasang kepala untuk pegangan ponsel saja yg sedikit harus menekan kepalanya ke bagian mur-nya.",Positive
"Barang diterima dgn aman, respon cepat, paking rapi, waktu pengiriman lebih cepat dr jadwal. Makasih.",Positive
"penjual sangat tidak responsif, pengiriman sangat lama, pengen di cancel awalnya namun karena sudah sangat menginginkannya jadi ya sudahlah.",Negative
kurang 2-3 cm sih dari pesanan. panjang sebelah sama agak kurang rapi jahitan bawahnya. diperbaiki lagi kedepannya. thanx,Negative
pesan 3 dateng 1,Negative
"Toko Alat Ukur dan Repeater memang oke nih layanannya, responsif dan cepat kirim dengan aman. Produk Drone FPV S89 lumayan untuk santai bermain camera di udara, perlu fine tuning aja untuk posisi stabil, karena bobot ringan, waspada kalo tiupan angin mulai berisik. Drone Tello gw sebelumnya lenyap kebawa angin kencang di perbukitan Sibea-bea bulan lalu. Enjoy playing this cheap drone. Thank you Boss.",Positive
"Yang penting keluar suara deh. Soal kualitas suara maaf ya, mungkin mirip sama mainan anak-anak berbentuk Handphone.",Negative
Pesen warna hitam yang datang gold padahal sudah konfirm by wa. Barang datang ada peyok kiri dan kanan. Kecewa...,Negative
order pake kardus ternyata dikirim pake plastik doang,Negative
yg micro ini sering rusak coba di tingkatkn lg kualitasnya,Negative
Produk dan Layanan Bagus serta terpercaya,Positive
Tidak menerawang. Nyaman dipakai. Bahannya adem. Jahitan rapi.,Positive
"order dari tgl 26 Nov, baru sampai tgl 05 Dec ?? padahal order dari official store.. itupun setelah kemarin saya follow up sendiri ke ekspedisinya karena status Di toped Masih menunggu pick up paket sampai pun tidak dipacking dengan aman, hanya selembar plastik & basah kena hujan.. kapok ga berani lagi belanja disini??melulu ??, dichat ke penjual, yang balas sistem dan hanya info masih menunggu pick up.",Negative
Pesanan sudah diterima dengan baik. Terima kasih.,Positive
"janjinya dapat 3 kaleng kecil dan 1 kaleng besar tapi yg datang adalah 4 kaleng kecil , kecewa bangetttt",Negative
"kirain bahannya katun , ternyata tipis bangeet, licin dan lemas , kalau dibawa jalan kaki berisik bahannnya",Negative
"entah sudah berapa kali saya belanja dari frayday, tidak pernah dikecewakan sama sekali. bahan adem dan tahan lama :D",Positive
Terimakasih barang sudah sampai dengan Selamat,Positive
"Suka banget sm Flimty krn membantu memperlancar BAB, Rasanya enak, mudah untuk dibawa, pengiriman cepat, penjual ramah, thank you kak. Semoga sukses usahanya :)",Positive
Beli sabtu sampainya kamis ..lama betul ??,Negative
"warna tidak sesuai dengan gambar , daya serap nya buruk cendrung tidak menyerap air , parah kecewa saya , kualitasnya makin memburuk , tidak sama seperti pas awal order Wood pellet disini",Negative
"Emang harus hati2 belanja online ya, kayanya pas Beli ga ada tuh foto mukena �kombinasi�, tiba2 dikirim beda sama foto awal. untung tes Beli 1 sebelum beli puluhan untuk dikasih keorang. Cukup sekali aja Beli disini. Semoga bisa nemu toko yg amanah",Negative
"BARANG DTG TIDAK SESUAI YG DIKASIH TAHU ADMIN NYA !! BILANG RICE COOKER 1,2LITER !! TERNYATA BARANG YG DIKIRIM 1 LITER",Negative
"Gamepad sampai dengan packing std, gamepad satu normal namun yang satunya L2 dan R2 hilang entah kemana sudah di cek memang tidak ada apakah kesalahan pembuatan di pabrik atau memang produk gagal, semoga untuk ditingkatkan ketilitian dalam pengiriman sebelum sampai ke tangan konsumen, jadi stik atau gamepadnya terpaksa main pakai L2 dan R2 cabutan dari stik lain yang beda merek dan warnanya hitam, padahal gamepad normal sayangnya tombol R2 dan L2 missing/hilang, semoga gamepadnya awet. makasih y",Negative
"Saya kira bukunya gede ternyata kecil,selain kecil tidak tebal juga.untuk packing lebih di tingkatkan lagi karena bukunya ujungnya basah.selebihnya termasuk respons bagus ..",Positive
"hati2 beli produk nya. jangan sampai kecewa. berharap dapat hadiah nya, malahan ZONK. niat belanja di official store nya, malah dikirim dr toko cabang . ga dpt deh HADIAH nya.",Negative
barang aman dan sesuai pesanan,Positive
pesen 2 kabel data..1 sesuai deskripsi tapi 1 lagi barang lain... packing aman. pengiriman cepat yang nyiapin barang kurang teliti.. overall ok lah..,Positive
Penjualnya ramah banget Proses pesanan cepat Layar sensitif. Packaging rapi Touch screen lancar Ada garansi toko,Positive
"Tidak bisa upload atau transfer file dari komputer ke MP3 player, padalhan sudah gonti USB cable data yg terbaik dan sudah update USB drive nya. Ternyata harus beli external memory card, awalnya tertulis internal 4GB :(",Negative
bahan tipis.. kayaknya ga bisa di pakai,Negative
"Harga 1 juta tapi packagingnya cuma pakai selembaran plastik, kebangetan bgt deh huhuuu sampe dirumah dus korsetnya sampe penyok2..",Negative
"Best bgt sih ini, fast respon, best price, prosesnya cepet bgt, satu lagi helpfull dibantuin ganti tgl karena di tgl pas booking mendadak ada halangan kirain bakal hangus tiketnya gak taunya dibantu proses reschedulenya pokoknya best bgt bakal jadi langganan",Positive
"Sellernya responsif banget, semua pertanyaaan dijawab, pengiriman sameday nyampenya juga sameday, mantep, rekomen deh ni tokonya",Positive
Kapoooookkk lah...!!!??!!,Negative
"barang yang di gambar itu sudah saya bereskan ulang . lem balon nya gak ada . sudah dikomplain ke pihak tokopedia , biaya nya sudah kembali ke saya tapi tetep ada rasa kecewa karna penjual lagi� tidak menginformasikan ketersediaan barang dan saya lagi perlu banget . maaf dikasih rate segitu .",Negative
"Sangat mengecewakan, hipseat dan baby carrier tidak bisa disambung karena tidak ada safety lock antara hipseat dan baby carrier dan hood pelindung kepala bayi tidak tersedia. Semoga kedepannya deskrepsikan produk apa adanya, sehingga konsumen mengerti dan paham produck yg anda jual",Negative
Mur sama bautnya kurang dan penjual pertama bilang akan respon setelah 5-7hari setelah 2 minggu masih aja ga ada solusi. disuruh kirim balik bagian jemuran padahal yang kurang cuma mur sama baut dibikin ribet akhirnya itu bagian bawah ga bisa dipake. kurang profesional penanganannya,Negative
alhamdulillah barangnya udah nyampe... d coba bagus... semoga awet... terima kasih seller kurir dan tokopedia...,Positive
packing supeeerr rapi dan aman sampai rumah thank you seller semakin lancar usahanya,Positive
Material Produk Bagus Kualitas Produk Bagus Produk Sesuai Produk Original,Positive
pembelian ke 2...besok2 packingnya tolong di benahi...cuma bubble doang lakban seadanya...bolong sebelah,Negative
Baru pake 5 hr ud robek ??,Negative
"Barang bagus, sesuai kualitas dan harga. Proses dan respon agak lambat mesti diingatkan dulu",Positive
Barangnya original ??. Berfungsi dengan baik.,Positive
"Baru 2 hari pemakaian, Kindle Paperwhite nya rusak. Penjual tidak mau di-return dan bantu klaim garansi. Sedih bangettt... ????????",Negative
puas ini mao pesen lagi ya kak,Positive
Barangnya original ??. Instalasi Mudah. Garansi Resmi. Tahan Lama.,Positive
"Produk sesuai, pengiriman cepat, packing aman, recommended seller????",Positive
ternyata setelah mau dipakai baru ngeh kalau boxnya yg dikirim bagian engsel belakang pecah. payah deh qcnya tdk melihat klo ada yg pecah,Negative
sudah ga layak kenapa ga dibuang aja!!!,Negative
mantaapppppppppplpll gannnnnnnnnn,Positive
biarkan gambar bercerita.. pesan 20 bh yg rusak 10 bh.. jgn percaya balasan pembelaan apapun dari seller tidak amanah.. alasan rusak expedisi padahal bisa dilihat sebagian letak cacat 100 % bukan dari expedisi dan sebagian yg lain kalaupun dari expedisi ceroboh itu karena packingan tanpa kardus per satuannya dan bubble juga tipis sekali lewat seadanya tanpa tempelan fragile padahal sudah pesan bubble dan kardus tambahan.. seller berusaha dilimpahkan biar diganti asuransi untung sudah diviseo unboxing dan ditolak jg dr expedisi.. saya tidak pernah cerita panjang lebar di ulasan. tapi berhubung demi kenyamanan buyer lain utk jadi pertimbangan.. bacalah ini.. WASPADALAH WASPADALAH tidak ada itikad baik berusaha lepas tangan bahaya bisa rusak tokopedia kalau banyak seller begini.. sudah dikasih note sewaktu proses dan sudah juga dichat dulu sebelum kirim utk hati hati karena mau utk dijual lagi.. sudah ajukan resolusi pengambalian dana ke tokopedia tp dialihkan ke asuransi.. utk akhirnya tetap tokopeda refund dana. trims admin,Negative
Pelayanan ga bgt deh. Saya pakai ekspedisi gojek INSTAN dari jam 9 pagi ternyata baru di proses pihak toko jam 3 sore.,Negative
barang nya salah krim minta kampas rem di kasih oli gear hadeh ..kecewa lah,Negative
"kurang 1, penjual kurang teliti atau sengaja.",Negative
"barang di trima dlm keadaan lecek sperti itu, pesen 10, 6 lembar dlm keadaan melitut, di bungkus bareng dgn list pesenan sya.....KECEWA BANGED, NOT REKOMEND SELLER",Negative
Tidak menerawang. Modelnya cantik ??. Bahannya adem. Warnanya cantik ??. Ukuran sesuai. Jahitan rapi.,Positive
"Pelayanannya yang sangat mengecewakan , padahal gojek instant , tp besoknya baru dikirim , di chat balasnya lama bangett , no rekomen kl yg buru2",Negative
"Barang lusuh seperti barang bekas, terdapat cacat pada bodi, serta segel original tidak ada, padahal beli pada agen online resminya. Kecewa juga",Negative
Kecewa deh beli helm sudah pakai bubble wrap tp masih lecet di bagian dalam visor helm lg. Berarti bukan lecet dari pengiriman. Tanggapan penjual juga tidak baik.,Negative
beli bubble tp gak di kasih bubble biasax gak kecewa kali ini kecewa,Negative
Pesanan di terima dengan baik.maknyoss,Positive
celanany ga masuk k kaki anak saya...padahal pesannya udh d naikan 1 ukuran....,Negative
Sdh 2x beli disini dan gak pernah ada masalah. Packaging dan pengiriman oke.,Positive
lubang utk muka sempit ga enak,Negative
buahnya bagus... kurirnya ok sellernya juga ok,Positive
sangat sangat kecewa belanja ditoko ini.. hati hatilah belanja ditoko..,Negative
bagus cat nya mantab dah,Positive
"wangi tidak begitu enak,tidak ada isi ulang nya",Negative
"thanks barang udh sampe cepet bgd tp maaf blm coba barangnya dan blm sempat foto,,kurir juga oke, thanks gan moga bermanfaat",Positive
Barang tidak dikirimkan ??,Negative
"agak kecewa sih,jilbabnya ukuran kecil banget,gak bisa dipakai untuk dewasa..",Negative
"mantabs sih, build quality nya bagus banget.. dan satisfying banget pas ambil bulu kucing dari sela sela sisir nya..",Positive
"ini pembelian saya yg kedua, pmbelian yg sbelumnya potnya semua bagus, yg kedua ni saya beli 6 pot dan kyk ada bekas tembelan plastik retak, saya beli 6 dan semuanya sprti ini..",Negative
"wangi tapi bukan wangi peppermint, tidak sesuai pesanan, apalagi sdh beli 2 botol",Negative
Lain x waktu pengiriman harap lebih cepat. Yg lainnya sdh bagus!,Positive
Not recommended seller,Negative
Produk Sesuai. Produk Berfungsi Dengan Baik.,Positive
ukurannya tidak sesuai..pesan 5x7 dikirim 4x6,Negative
Barangnya bagus dan original. Packaging juga bagus full dng bubble wrap berlapis dan dilapis dng packing kardus. Barang msh tersegel.,Positive
"Barang rekondisi, lain kali jualan yang jujur bos. Jangan barang bekas direkondisi.",Negative
mantapp gan,Positive
"masyaallah bagus payung nya.. untuk pertama kali gunain Tokopedia langsung beli payung ditoko ini.. tidak mengecewakan pokok nya, barang nya masyaallah bagus..????",Positive
Nyaman banget dipakai Tetap bisa gerak maksimal Kualitas bahan bagus,Positive
bagus.. motif'a lucuu lucyuu... seller jg baik.. pengiriman jg kilat.. mksh banyak yah sis.. sukses trs,Positive
"butuh cepet di kirim lama di respon pun lama yang jual amanah brather,jujur nyesel gw beli di toko ini",Negative
Sangat jelek krn kiriman tidak lengkap,Negative
"selalu repurchase deh buat produk ini... selain untuk bulu mata, ini juga oke banget buat ngerapihin alis akuuu dan tentunya terlihat natural yaaa",Positive
Official store produknya cuman d bungkus plastik ??? Sebercanda itu tokopedia lolosin ini toko jadi official store,Negative
uenak bangetzzz??udah berulamg kali order,Positive
gagang tlp ny patah,Negative
safety packaging..terima kasih banyak.. semoga awet..top seller..,Positive
"Bentuknya Bagus, cuman g nyimpen memory, kalau mati listrik atau abis batre, mesti setting ulang jam tanggal alarm dll.",Negative
"alat pelnya bagus. tp dr 2 barang yg saya pesan, cm dikirim 1 item, alat pel aja. jepitan jemurannya gak dikirim. padahal di innvoicenya ditulis 2 items dan trnyt penjualnya malah kasar yah, pake ngancem kl ksh bintang 1, mrk tdk akan bantu ngecek ke bagian pengiriman",Negative
Touch screen lancar. Layar sensitif. Respon penjualnya top.,Positive
"Proses kemas-kirim : lumayan cpt. Packaging : bubble wrap tipis. Sesama jakarta masih aman. Dus agak penyok. Kualitas barang : aman, berfungsi. Compatoble dg cam iphone 8+ tanpa apps tambahan. Tapi kalau mau dengar hasil rekaman copot mic dulu",Positive
Produk Original. Kualitas Produk Bagus. Material Produk Bagus. Ukuran Produk Sesuai.,Positive
"kualitasnya sangat jelek, sebanding dengan harganya... baru 2 minggu saya pakai sudah robek2 dengan sendirinya.",Negative
"Barang bagus,oke, cepat pengirimannya juga",Positive
kurang bagus,Negative
barang g smapai hilang di kurir ..uang refund,Negative
Pengemasan cepet banget dan sangat baik. Pengiriman jgn diragukan cepet bgt. Pake instant bener bener instan. Jam 9.46 pesen. 10.38 sampe. Mantul. Produk kualitas bagus,Positive
Penjual gak jujur !! Respon kebanyakan BOT!,Negative
BARANG KW JANGAN BELI DISINI,Negative
kualitas barang bagus harga murah,Positive
mantab rekomended banget,Positive
"fast respon, barang bagus panasnya juga bagus",Positive
Kemasan disegel. Spesifikasi sesuai . Warna sesuai pesanan.,Positive
lamaa pengiriman,Negative
produk sesuai deskripsi dan pengirimannya cepat,Positive
"so far barang yg aku terima bagus no cacat, tp barang ini agak cacat di covernya, kynya dr pengiriman karena pas sampe packingnya dah kebuka gak tau kynya di sobek buat ngeliat isinya sm si kurir atau gmna jdnya bukunya kegesek huhu sedih sih tp untungnya cm cover doang gk sampe ke dalem",Positive
"Order dan gambar truck pemadam kok dikirim mobilan police, NOT RECOMMENDED",Negative
"Barang sesuai deskripsi. Pegangan kokoh dan stabil. Packaging aman dan bagus. orderan ke 4 selalu puas, seller gercep, hari minggu dikirim, kurir cepat, next order lagi..",Positive
Bahannya kurang kuat sehingga pada saat mau pasang ke quick mount malah patah mekanisme penguncinya,Negative
lakban tipis bukan 90 yard kecewa,Negative
Kualitas Product Bagus. Material bagus. Harga terjangkau!. Recomended.,Positive
"Bagus banget sisirnya, mudah2an awet",Positive
"Hasil memuaskan, bahan sesuai deskripsi, dan pengerjaan cepat was wes wus",Positive
"bagus, admin garcep warna kosong langsung konfirmasiBahannya adem. Jahitan rapi. Warnanya cantik ??.",Positive
ada lubang di matras pas buka plastiknya,Negative
"kecewa..!!!! orderan nya ga langsug di proses, pdhl sudah bayar pakai gosend instan!!!",Negative
"Ini Pembelian ke2, sblmnya sdh beli yg army, suka bgt, makanya beli lg yg light grey, ternyata size nya beda sm yg army pdhl pilihnya jg all size, yg grey stlh dipake br sadar ada jahitan tdk rapi spt itu ??. Perlu ditingkatkan lg bagian QC nya nii",Negative
Bahannya ga enak,Negative
yg dipesan lain yg dikirm lain !!!,Negative
"gausah beli ringlight disini, yg dikirim barang rusak. ringlightnya mati packingan tipis buat tripodnya bengkok. pengembalian dana ribet. saya ga terlalu masalah dgn tripodnya tapi ini ringlightnya gabisa dipake sm sekali saya mau kembaliin ringlight aja malah di persulit.nyesel beli disini buang2 duit buang2 waktu",Negative
